,age,length_of_service,clusters
26804,40,10,0
26805,41,11,0
26806,42,12,0
26807,43,13,0
26808,44,14,0
26809,35,5,2
26810,36,6,0
26811,37,7,0
26812,38,8,0
26813,39,9,0
26814,40,10,0
26815,41,11,0
26816,42,12,0
26817,43,13,0
26818,44,14,0
26819,35,5,2
26820,36,6,0
26821,37,7,0
26822,38,8,0
26823,39,9,0
26824,40,10,0
26825,41,11,0
26826,42,12,0
26827,43,13,0
26828,44,14,0
26829,35,5,2
26830,36,6,0
26831,37,7,0
26832,38,8,0
26833,39,9,0
26834,40,10,0
26835,41,11,0
26836,42,12,0
26837,35,5,2
26838,36,6,0
26839,37,7,0
26840,38,8,0
26841,39,9,0
26842,40,10,0
26843,41,11,0
26844,42,12,0
26845,43,13,0
26846,44,14,0
26847,35,5,2
26848,36,6,0
26849,37,7,0
26850,38,8,0
26851,39,9,0
26852,40,10,0
26853,41,11,0
26854,42,12,0
26855,43,13,0
26856,44,14,0
26857,35,5,2
26858,36,6,0
26859,37,7,0
26860,38,8,0
26861,39,9,0
26862,40,10,0
26863,41,11,0
26864,42,12,0
26865,43,13,0
26866,44,14,0
26867,35,5,2
26868,36,6,0
26869,37,7,0
26870,38,8,0
26871,39,9,0
26872,40,10,0
26873,41,11,0
26874,42,12,0
26875,43,13,0
26876,44,14,0
26877,35,5,2
26878,36,6,0
26879,37,7,0
26880,38,8,0
26881,39,9,0
26882,40,10,0
26883,35,5,2
26884,36,6,0
26885,37,7,0
26886,38,8,0
26887,39,9,0
26888,40,10,0
26889,41,11,0
26890,42,12,0
26891,43,13,0
26892,44,14,0
26893,35,5,2
26894,36,6,0
26895,37,7,0
26896,38,8,0
26897,39,9,0
26898,40,10,0
26899,41,11,0
26900,42,12,0
26901,43,13,0
26902,44,14,0
26903,35,5,2
26904,36,6,0
26905,37,7,0
26906,38,8,0
26907,39,9,0
26908,40,10,0
26909,41,11,0
26910,42,12,0
26911,43,13,0
26912,44,14,0
26913,35,5,2
26914,36,6,0
26915,37,7,0
26916,38,8,0
26917,39,9,0
26918,40,10,0
26919,41,11,0
26920,42,12,0
26921,43,13,0
26922,44,14,0
26923,35,5,2
26924,36,6,0
26925,37,7,0
26926,38,8,0
26927,39,9,0
26928,40,10,0
26929,41,11,0
26930,42,12,0
26931,43,13,0
26932,44,14,0
26933,35,5,2
26934,36,6,0
26935,37,7,0
26936,38,8,0
26937,39,9,0
26938,40,10,0
26939,41,11,0
26940,42,12,0
26941,43,13,0
26942,44,14,0
26943,35,5,2
26944,36,6,0
26945,37,7,0
26946,38,8,0
26947,39,9,0
26948,40,10,0
26949,41,11,0
26950,42,12,0
26951,43,13,0
26952,44,14,0
26953,35,5,2
26954,36,6,0
26955,37,7,0
26956,38,8,0
26957,39,9,0
26958,40,10,0
26959,41,11,0
26960,42,12,0
26961,43,13,0
26962,44,14,0
26963,35,5,2
26964,36,6,0
26965,37,7,0
26966,38,8,0
26967,39,9,0
26968,40,10,0
26969,41,11,0
26970,42,12,0
26971,43,13,0
26972,44,14,0
26973,35,5,2
26974,36,6,0
26975,37,7,0
26976,38,8,0
26977,39,9,0
26978,40,10,0
26979,41,11,0
26980,42,12,0
26981,43,13,0
26982,44,14,0
26983,35,5,2
26984,36,6,0
26985,37,7,0
26986,38,8,0
26987,39,9,0
26988,40,10,0
26989,41,11,0
26990,42,12,0
26991,43,13,0
26992,44,14,0
26993,35,5,2
26994,36,6,0
26995,37,7,0
26996,38,8,0
26997,39,9,0
26998,40,10,0
26999,41,11,0
27000,42,12,0
27001,43,13,0
27002,44,14,0
27003,35,5,2
27004,36,6,0
27005,37,7,0
27006,38,8,0
27007,39,9,0
27008,40,10,0
27009,41,11,0
27010,42,12,0
27011,43,13,0
27012,44,14,0
27013,35,5,2
27014,36,6,0
27015,37,7,0
27016,38,8,0
27017,39,9,0
27018,40,10,0
27019,41,11,0
27020,42,12,0
27021,43,13,0
27022,44,14,0
27023,35,5,2
27024,36,6,0
27025,37,7,0
27026,38,8,0
27027,39,9,0
27028,40,10,0
27029,41,11,0
27030,42,12,0
27031,43,13,0
27032,44,14,0
27033,35,5,2
27034,36,6,0
27035,37,7,0
27036,38,8,0
27037,39,9,0
27038,40,10,0
27039,41,11,0
27040,42,12,0
27041,43,13,0
27042,44,14,0
27043,35,5,2
27044,36,6,0
27045,37,7,0
27046,38,8,0
27047,39,9,0
27048,40,10,0
27049,41,11,0
27050,42,12,0
27051,43,13,0
27052,44,14,0
27053,35,5,2
27054,36,6,0
27055,37,7,0
27056,38,8,0
27057,39,9,0
27058,40,10,0
27059,41,11,0
27060,42,12,0
27061,43,13,0
27062,44,14,0
27063,35,5,2
27064,36,6,0
27065,37,7,0
27066,38,8,0
27067,39,9,0
27068,40,10,0
27069,41,11,0
27070,42,12,0
27071,43,13,0
27072,44,14,0
27073,35,5,2
27074,36,6,0
27075,37,7,0
27076,38,8,0
27077,39,9,0
27078,40,10,0
27079,41,11,0
27080,42,12,0
27081,35,5,2
27082,36,6,0
27083,37,7,0
27084,38,8,0
27085,39,9,0
27086,40,10,0
27087,41,11,0
27088,42,12,0
27089,43,13,0
27090,44,14,0
27091,35,5,2
27092,36,6,0
27093,37,7,0
27094,38,8,0
27095,39,9,0
27096,40,10,0
27097,41,11,0
27098,42,12,0
27099,43,13,0
27100,44,14,0
27101,35,5,2
27102,36,6,0
27103,37,7,0
27104,38,8,0
27105,39,9,0
27106,40,10,0
27107,41,11,0
27108,42,12,0
27109,43,13,0
27110,44,14,0
27111,35,5,2
27112,36,6,0
27113,37,7,0
27114,38,8,0
27115,39,9,0
27116,40,10,0
27117,41,11,0
27118,42,12,0
27119,43,13,0
27120,44,14,0
27121,35,5,2
27122,36,6,0
27123,37,7,0
27124,38,8,0
27125,39,9,0
27126,40,10,0
27127,41,11,0
27128,42,12,0
27129,43,13,0
27130,44,14,0
27131,35,5,2
27132,36,6,0
27133,37,7,0
27134,38,8,0
27135,39,9,0
27136,40,10,0
27137,41,11,0
27138,42,12,0
27139,43,13,0
27140,44,14,0
27141,35,5,2
27142,36,6,0
27143,37,7,0
27144,38,8,0
27145,39,9,0
27146,40,10,0
27147,41,11,0
27148,42,12,0
27149,43,13,0
27150,44,14,0
27151,35,5,2
27152,36,6,0
27153,37,7,0
27154,38,8,0
27155,39,9,0
27156,40,10,0
27157,41,11,0
27158,42,12,0
27159,43,13,0
27160,44,14,0
27161,35,5,2
27162,36,6,0
27163,37,7,0
27164,38,8,0
27165,39,9,0
27166,40,10,0
27167,41,11,0
27168,42,12,0
27169,43,13,0
27170,44,14,0
27171,35,5,2
27172,36,6,0
27173,37,7,0
27174,38,8,0
27175,39,9,0
27176,40,10,0
27177,41,11,0
27178,42,12,0
27179,43,13,0
27180,44,14,0
27181,35,5,2
27182,36,6,0
27183,37,7,0
27184,38,8,0
27185,39,9,0
27186,40,10,0
27187,41,11,0
27188,42,12,0
27189,43,13,0
27190,44,14,0
27191,35,5,2
27192,36,6,0
27193,37,7,0
27194,38,8,0
27195,39,9,0
27196,40,10,0
27197,35,5,2
27198,36,6,0
27199,37,7,0
27200,38,8,0
27201,39,9,0
27202,40,10,0
27203,41,11,0
27204,42,12,0
27205,43,13,0
27206,44,14,0
27207,35,5,2
27208,36,6,0
27209,37,7,0
27210,38,8,0
27211,39,9,0
27212,40,10,0
27213,41,11,0
27214,42,12,0
27215,43,13,0
27216,44,14,0
27217,34,5,2
27218,35,6,2
27219,36,7,0
27220,37,8,0
27221,38,9,0
27222,39,10,0
27223,40,11,0
27224,41,12,0
27225,42,13,0
27226,43,14,0
27227,34,5,2
27228,35,6,2
27229,36,7,0
27230,37,8,0
27231,38,9,0
27232,39,10,0
27233,40,11,0
27234,41,12,0
27235,42,13,0
27236,43,14,0
27237,34,5,2
27238,35,6,2
27239,36,7,0
27240,37,8,0
27241,38,9,0
27242,39,10,0
27243,40,11,0
27244,41,12,0
27245,42,13,0
27246,43,14,0
27247,34,5,2
27248,35,6,2
27249,36,7,0
27250,37,8,0
27251,38,9,0
27252,39,10,0
27253,40,11,0
27254,41,12,0
27255,42,13,0
27256,43,14,0
27257,34,5,2
27258,35,6,2
27259,36,7,0
27260,37,8,0
27261,38,9,0
27262,34,5,2
27263,35,6,2
27264,36,7,0
27265,37,8,0
27266,38,9,0
27267,39,10,0
27268,40,11,0
27269,41,12,0
27270,42,13,0
27271,43,14,0
27272,34,5,2
27273,35,6,2
27274,36,7,0
27275,37,8,0
27276,38,9,0
27277,39,10,0
27278,40,11,0
27279,41,12,0
27280,42,13,0
27281,43,14,0
27282,34,5,2
27283,35,6,2
27284,36,7,0
27285,37,8,0
27286,38,9,0
27287,39,10,0
27288,40,11,0
27289,41,12,0
27290,42,13,0
27291,43,14,0
27292,34,5,2
27293,35,6,2
27294,36,7,0
27295,37,8,0
27296,38,9,0
27297,39,10,0
27298,40,11,0
27299,41,12,0
27300,42,13,0
27301,43,14,0
27302,34,5,2
27303,35,6,2
27304,36,7,0
27305,37,8,0
27306,38,9,0
27307,39,10,0
27308,40,11,0
27309,41,12,0
27310,42,13,0
27311,43,14,0
27312,34,5,2
27313,35,6,2
27314,36,7,0
27315,37,8,0
27316,38,9,0
27317,39,10,0
27318,40,11,0
27319,41,12,0
27320,42,13,0
27321,43,14,0
27322,34,5,2
27323,35,6,2
27324,36,7,0
27325,37,8,0
27326,38,9,0
27327,39,10,0
27328,40,11,0
27329,41,12,0
27330,42,13,0
27331,43,14,0
27332,34,5,2
27333,35,6,2
27334,36,7,0
27335,37,8,0
27336,38,9,0
27337,39,10,0
27338,40,11,0
27339,41,12,0
27340,42,13,0
27341,43,14,0
27342,34,5,2
27343,35,6,2
27344,36,7,0
27345,37,8,0
27346,38,9,0
27347,39,10,0
27348,40,11,0
27349,41,12,0
27350,42,13,0
27351,43,14,0
27352,34,5,2
27353,35,6,2
27354,36,7,0
27355,37,8,0
27356,38,9,0
27357,39,10,0
27358,40,11,0
27359,41,12,0
27360,42,13,0
27361,43,14,0
27362,34,5,2
27363,35,6,2
27364,36,7,0
27365,37,8,0
27366,38,9,0
27367,39,10,0
27368,40,11,0
27369,41,12,0
27370,42,13,0
27371,43,14,0
27372,34,5,2
27373,35,6,2
27374,36,7,0
27375,37,8,0
27376,38,9,0
27377,39,10,0
27378,40,11,0
27379,41,12,0
27380,42,13,0
27381,43,14,0
27382,34,5,2
27383,35,6,2
27384,36,7,0
27385,37,8,0
27386,38,9,0
27387,34,5,2
27388,35,6,2
27389,36,7,0
27390,37,8,0
27391,38,9,0
27392,39,10,0
27393,40,11,0
27394,41,12,0
27395,42,13,0
27396,43,14,0
27397,34,5,2
27398,35,6,2
27399,36,7,0
27400,37,8,0
27401,38,9,0
27402,39,10,0
27403,40,11,0
27404,41,12,0
27405,42,13,0
27406,43,14,0
27407,34,5,2
27408,35,6,2
27409,36,7,0
27410,37,8,0
27411,38,9,0
27412,39,10,0
27413,40,11,0
27414,41,12,0
27415,42,13,0
27416,43,14,0
27417,34,5,2
27418,35,6,2
27419,36,7,0
27420,37,8,0
27421,38,9,0
27422,39,10,0
27423,40,11,0
27424,41,12,0
27425,42,13,0
27426,43,14,0
27427,34,5,2
27428,35,6,2
27429,36,7,0
27430,37,8,0
27431,38,9,0
27432,39,10,0
27433,40,11,0
27434,41,12,0
27435,42,13,0
27436,43,14,0
27437,34,5,2
27438,35,6,2
27439,36,7,0
27440,37,8,0
27441,38,9,0
27442,39,10,0
27443,40,11,0
27444,41,12,0
27445,42,13,0
27446,43,14,0
27447,34,5,2
27448,35,6,2
27449,36,7,0
27450,37,8,0
27451,38,9,0
27452,39,10,0
27453,40,11,0
27454,41,12,0
27455,42,13,0
27456,43,14,0
27457,34,5,2
27458,35,6,2
27459,36,7,0
27460,37,8,0
27461,38,9,0
27462,39,10,0
27463,40,11,0
27464,41,12,0
27465,34,5,2
27466,35,6,2
27467,36,7,0
27468,37,8,0
27469,38,9,0
27470,39,10,0
27471,40,11,0
27472,41,12,0
27473,42,13,0
27474,43,14,0
27475,34,5,2
27476,35,6,2
27477,36,7,0
27478,37,8,0
27479,38,9,0
27480,39,10,0
27481,40,11,0
27482,41,12,0
27483,42,13,0
27484,43,14,0
27485,34,5,2
27486,35,6,2
27487,36,7,0
27488,37,8,0
27489,38,9,0
27490,39,10,0
27491,40,11,0
27492,41,12,0
27493,42,13,0
27494,43,14,0
27495,34,5,2
27496,35,6,2
27497,36,7,0
27498,37,8,0
27499,38,9,0
27500,39,10,0
27501,40,11,0
27502,41,12,0
27503,42,13,0
27504,43,14,0
27505,34,5,2
27506,35,6,2
27507,36,7,0
27508,37,8,0
27509,38,9,0
27510,39,10,0
27511,40,11,0
27512,41,12,0
27513,42,13,0
27514,43,14,0
27515,34,5,2
27516,35,6,2
27517,36,7,0
27518,37,8,0
27519,38,9,0
27520,39,10,0
27521,40,11,0
27522,41,12,0
27523,42,13,0
27524,43,14,0
27525,34,5,2
27526,35,6,2
27527,36,7,0
27528,37,8,0
27529,38,9,0
27530,39,10,0
27531,40,11,0
27532,41,12,0
27533,42,13,0
27534,43,14,0
27535,34,5,2
27536,35,6,2
27537,36,7,0
27538,37,8,0
27539,38,9,0
27540,39,10,0
27541,40,11,0
27542,41,12,0
27543,42,13,0
27544,43,14,0
27545,34,5,2
27546,35,6,2
27547,36,7,0
27548,37,8,0
27549,38,9,0
27550,39,10,0
27551,40,11,0
27552,41,12,0
27553,42,13,0
27554,43,14,0
27555,34,5,2
27556,35,6,2
27557,36,7,0
27558,37,8,0
27559,38,9,0
27560,39,10,0
27561,40,11,0
27562,41,12,0
27563,42,13,0
27564,43,14,0
27565,34,5,2
27566,35,6,2
27567,36,7,0
27568,37,8,0
27569,38,9,0
27570,39,10,0
27571,40,11,0
27572,41,12,0
27573,42,13,0
27574,43,14,0
27575,34,5,2
27576,35,6,2
27577,36,7,0
27578,37,8,0
27579,38,9,0
27580,39,10,0
27581,40,11,0
27582,41,12,0
27583,42,13,0
27584,43,14,0
27585,34,5,2
27586,35,6,2
27587,36,7,0
27588,37,8,0
27589,38,9,0
27590,39,10,0
27591,40,11,0
27592,41,12,0
27593,42,13,0
27594,43,14,0
27595,34,5,2
27596,35,6,2
27597,36,7,0
27598,37,8,0
27599,38,9,0
27600,39,10,0
27601,40,11,0
27602,41,12,0
27603,42,13,0
27604,43,14,0
27605,34,5,2
27606,35,6,2
27607,36,7,0
27608,37,8,0
27609,38,9,0
27610,39,10,0
27611,40,11,0
27612,41,12,0
27613,42,13,0
27614,43,14,0
27615,34,5,2
27616,35,6,2
27617,36,7,0
27618,37,8,0
27619,38,9,0
27620,39,10,0
27621,40,11,0
27622,41,12,0
27623,42,13,0
27624,43,14,0
27625,34,5,2
27626,35,6,2
27627,36,7,0
27628,37,8,0
27629,38,9,0
27630,39,10,0
27631,40,11,0
27632,41,12,0
27633,42,13,0
27634,43,14,0
27635,34,5,2
27636,35,6,2
27637,36,7,0
27638,37,8,0
27639,38,9,0
27640,39,10,0
27641,40,11,0
27642,41,12,0
27643,42,13,0
27644,43,14,0
27645,34,5,2
27646,35,6,2
27647,36,7,0
27648,37,8,0
27649,38,9,0
27650,39,10,0
27651,40,11,0
27652,41,12,0
27653,42,13,0
27654,43,14,0
27655,34,5,2
27656,35,6,2
27657,36,7,0
27658,37,8,0
27659,38,9,0
27660,39,10,0
27661,40,11,0
27662,41,12,0
27663,42,13,0
27664,43,14,0
27665,34,5,2
27666,35,6,2
27667,36,7,0
27668,37,8,0
27669,38,9,0
27670,39,10,0
27671,40,11,0
27672,41,12,0
27673,42,13,0
27674,43,14,0
27675,34,5,2
27676,35,6,2
27677,36,7,0
27678,37,8,0
27679,38,9,0
27680,39,10,0
27681,40,11,0
27682,41,12,0
27683,42,13,0
27684,43,14,0
27685,34,5,2
27686,35,6,2
27687,36,7,0
27688,37,8,0
27689,38,9,0
27690,39,10,0
27691,40,11,0
27692,41,12,0
27693,42,13,0
27694,43,14,0
27695,34,5,2
27696,35,6,2
27697,36,7,0
27698,37,8,0
27699,38,9,0
27700,39,10,0
27701,40,11,0
27702,41,12,0
27703,42,13,0
27704,43,14,0
27705,34,5,2
27706,35,6,2
27707,36,7,0
27708,37,8,0
27709,38,9,0
27710,39,10,0
27711,40,11,0
27712,41,12,0
27713,42,13,0
27714,43,14,0
27715,34,5,2
27716,35,6,2
27717,36,7,0
27718,37,8,0
27719,38,9,0
27720,39,10,0
27721,40,11,0
27722,41,12,0
27723,42,13,0
27724,43,14,0
27725,34,4,2
27726,35,5,2
27727,36,6,0
27728,37,7,0
27729,38,8,0
27730,39,9,0
27731,40,10,0
27732,41,11,0
27733,42,12,0
27734,43,13,0
27735,34,4,2
27736,35,5,2
27737,36,6,0
27738,37,7,0
27739,38,8,0
27740,39,9,0
27741,40,10,0
27742,41,11,0
27743,42,12,0
27744,43,13,0
27745,34,4,2
27746,35,5,2
27747,36,6,0
27748,37,7,0
27749,38,8,0
27750,39,9,0
27751,40,10,0
27752,41,11,0
27753,42,12,0
27754,43,13,0
27755,34,4,2
27756,35,5,2
27757,36,6,0
27758,37,7,0
27759,38,8,0
27760,39,9,0
27761,40,10,0
27762,41,11,0
27763,42,12,0
27764,43,13,0
27765,34,4,2
27766,35,5,2
27767,36,6,0
27768,37,7,0
27769,38,8,0
27770,39,9,0
27771,40,10,0
27772,41,11,0
27773,42,12,0
27774,43,13,0
27775,34,4,2
27776,35,5,2
27777,36,6,0
27778,37,7,0
27779,38,8,0
27780,39,9,0
27781,40,10,0
27782,41,11,0
27783,34,4,2
27784,35,5,2
27785,36,6,0
27786,37,7,0
27787,38,8,0
27788,39,9,0
27789,40,10,0
27790,41,11,0
27791,42,12,0
27792,43,13,0
27793,34,4,2
27794,35,5,2
27795,36,6,0
27796,37,7,0
27797,38,8,0
27798,39,9,0
27799,40,10,0
27800,41,11,0
27801,42,12,0
27802,43,13,0
27803,34,4,2
27804,35,5,2
27805,36,6,0
27806,37,7,0
27807,38,8,0
27808,39,9,0
27809,40,10,0
27810,41,11,0
27811,42,12,0
27812,43,13,0
27813,34,4,2
27814,35,5,2
27815,36,6,0
27816,37,7,0
27817,38,8,0
27818,39,9,0
27819,40,10,0
27820,41,11,0
27821,42,12,0
27822,43,13,0
27823,34,4,2
27824,35,5,2
27825,36,6,0
27826,37,7,0
27827,38,8,0
27828,39,9,0
27829,40,10,0
27830,41,11,0
27831,42,12,0
27832,43,13,0
27833,34,4,2
27834,35,5,2
27835,36,6,0
27836,37,7,0
27837,38,8,0
27838,39,9,0
27839,40,10,0
27840,41,11,0
27841,42,12,0
27842,43,13,0
27843,34,4,2
27844,35,5,2
27845,36,6,0
27846,37,7,0
27847,38,8,0
27848,39,9,0
27849,40,10,0
27850,41,11,0
27851,42,12,0
27852,43,13,0
27853,34,4,2
27854,35,5,2
27855,36,6,0
27856,37,7,0
27857,38,8,0
27858,39,9,0
27859,40,10,0
27860,41,11,0
27861,42,12,0
27862,43,13,0
27863,34,4,2
27864,35,5,2
27865,36,6,0
27866,37,7,0
27867,38,8,0
27868,39,9,0
27869,40,10,0
27870,41,11,0
27871,42,12,0
27872,43,13,0
27873,34,4,2
27874,35,5,2
27875,36,6,0
27876,37,7,0
27877,38,8,0
27878,39,9,0
27879,40,10,0
27880,41,11,0
27881,42,12,0
27882,43,13,0
27883,34,4,2
27884,35,5,2
27885,36,6,0
27886,37,7,0
27887,38,8,0
27888,39,9,0
27889,40,10,0
27890,41,11,0
27891,42,12,0
27892,43,13,0
27893,34,4,2
27894,35,5,2
27895,36,6,0
27896,37,7,0
27897,38,8,0
27898,39,9,0
27899,40,10,0
27900,41,11,0
27901,42,12,0
27902,43,13,0
27903,34,4,2
27904,35,5,2
27905,36,6,0
27906,37,7,0
27907,38,8,0
27908,39,9,0
27909,34,4,2
27910,35,5,2
27911,34,4,2
27912,35,5,2
27913,36,6,0
27914,37,7,0
27915,38,8,0
27916,39,9,0
27917,40,10,0
27918,41,11,0
27919,42,12,0
27920,34,4,2
27921,35,5,2
27922,36,6,0
27923,37,7,0
27924,38,8,0
27925,39,9,0
27926,40,10,0
27927,41,11,0
27928,42,12,0
27929,43,13,0
27930,34,4,2
27931,35,5,2
27932,36,6,0
27933,37,7,0
27934,38,8,0
27935,39,9,0
27936,40,10,0
27937,41,11,0
27938,42,12,0
27939,43,13,0
27940,34,4,2
27941,35,5,2
27942,36,6,0
27943,37,7,0
27944,38,8,0
27945,39,9,0
27946,40,10,0
27947,41,11,0
27948,42,12,0
27949,43,13,0
27950,34,4,2
27951,35,5,2
27952,36,6,0
27953,37,7,0
27954,38,8,0
27955,39,9,0
27956,40,10,0
27957,34,4,2
27958,35,5,2
27959,36,6,0
27960,37,7,0
27961,38,8,0
27962,39,9,0
27963,40,10,0
27964,41,11,0
27965,42,12,0
27966,43,13,0
27967,34,4,2
27968,35,5,2
27969,36,6,0
27970,37,7,0
27971,38,8,0
27972,39,9,0
27973,40,10,0
27974,41,11,0
27975,42,12,0
27976,43,13,0
27977,34,4,2
27978,35,5,2
27979,36,6,0
27980,37,7,0
27981,38,8,0
27982,39,9,0
27983,40,10,0
27984,41,11,0
27985,42,12,0
27986,43,13,0
27987,34,4,2
27988,35,5,2
27989,36,6,0
27990,37,7,0
27991,38,8,0
27992,39,9,0
27993,40,10,0
27994,41,11,0
27995,42,12,0
27996,43,13,0
27997,34,4,2
27998,35,5,2
27999,36,6,0
28000,37,7,0
28001,38,8,0
28002,39,9,0
28003,40,10,0
28004,41,11,0
28005,42,12,0
28006,43,13,0
28007,34,4,2
28008,35,5,2
28009,36,6,0
28010,37,7,0
28011,38,8,0
28012,39,9,0
28013,40,10,0
28014,41,11,0
28015,42,12,0
28016,43,13,0
28017,34,4,2
28018,35,5,2
28019,36,6,0
28020,37,7,0
28021,38,8,0
28022,39,9,0
28023,40,10,0
28024,41,11,0
28025,42,12,0
28026,43,13,0
28027,34,4,2
28028,35,5,2
28029,36,6,0
28030,37,7,0
28031,38,8,0
28032,39,9,0
28033,40,10,0
28034,41,11,0
28035,42,12,0
28036,43,13,0
28037,34,4,2
28038,35,5,2
28039,36,6,0
28040,37,7,0
28041,38,8,0
28042,39,9,0
28043,40,10,0
28044,41,11,0
28045,42,12,0
28046,43,13,0
28047,34,4,2
28048,35,5,2
28049,36,6,0
28050,37,7,0
28051,38,8,0
28052,39,9,0
28053,40,10,0
28054,41,11,0
28055,42,12,0
28056,43,13,0
28057,34,4,2
28058,35,5,2
28059,36,6,0
28060,37,7,0
28061,38,8,0
28062,39,9,0
28063,40,10,0
28064,41,11,0
28065,42,12,0
28066,43,13,0
28067,34,4,2
28068,35,5,2
28069,36,6,0
28070,37,7,0
28071,38,8,0
28072,39,9,0
28073,40,10,0
28074,41,11,0
28075,42,12,0
28076,43,13,0
28077,34,4,2
28078,35,5,2
28079,36,6,0
28080,37,7,0
28081,38,8,0
28082,39,9,0
28083,40,10,0
28084,41,11,0
28085,42,12,0
28086,43,13,0
28087,34,4,2
28088,35,5,2
28089,36,6,0
28090,37,7,0
28091,38,8,0
28092,39,9,0
28093,40,10,0
28094,41,11,0
28095,42,12,0
28096,43,13,0
28097,34,4,2
28098,35,5,2
28099,36,6,0
28100,37,7,0
28101,38,8,0
28102,39,9,0
28103,40,10,0
28104,41,11,0
28105,42,12,0
28106,43,13,0
28107,34,4,2
28108,35,5,2
28109,36,6,0
28110,37,7,0
28111,38,8,0
28112,39,9,0
28113,40,10,0
28114,41,11,0
28115,42,12,0
28116,43,13,0
28117,34,4,2
28118,35,5,2
28119,36,6,0
28120,37,7,0
28121,38,8,0
28122,39,9,0
28123,40,10,0
28124,41,11,0
28125,42,12,0
28126,43,13,0
28127,34,4,2
28128,35,5,2
28129,36,6,0
28130,37,7,0
28131,38,8,0
28132,39,9,0
28133,40,10,0
28134,41,11,0
28135,42,12,0
28136,43,13,0
28137,34,4,2
28138,35,5,2
28139,36,6,0
28140,37,7,0
28141,38,8,0
28142,39,9,0
28143,40,10,0
28144,41,11,0
28145,42,12,0
28146,43,13,0
28147,34,4,2
28148,35,5,2
28149,36,6,0
28150,37,7,0
28151,38,8,0
28152,39,9,0
28153,40,10,0
28154,41,11,0
28155,42,12,0
28156,43,13,0
28157,34,4,2
28158,35,5,2
28159,36,6,0
28160,37,7,0
28161,34,4,2
28162,35,5,2
28163,36,6,0
28164,37,7,0
28165,38,8,0
28166,39,9,0
28167,40,10,0
28168,41,11,0
28169,42,12,0
28170,43,13,0
28171,34,4,2
28172,35,5,2
28173,36,6,0
28174,37,7,0
28175,38,8,0
28176,39,9,0
28177,40,10,0
28178,41,11,0
28179,42,12,0
28180,43,13,0
28181,34,4,2
28182,35,5,2
28183,36,6,0
28184,37,7,0
28185,38,8,0
28186,39,9,0
28187,40,10,0
28188,41,11,0
28189,42,12,0
28190,43,13,0
28191,34,4,2
28192,35,5,2
28193,36,6,0
28194,37,7,0
28195,38,8,0
28196,39,9,0
28197,40,10,0
28198,41,11,0
28199,42,12,0
28200,43,13,0
28201,34,4,2
28202,35,5,2
28203,36,6,0
28204,37,7,0
28205,38,8,0
28206,39,9,0
28207,40,10,0
28208,41,11,0
28209,42,12,0
28210,43,13,0
28211,34,4,2
28212,35,5,2
28213,36,6,0
28214,37,7,0
28215,38,8,0
28216,39,9,0
28217,40,10,0
28218,41,11,0
28219,42,12,0
28220,43,13,0
28221,34,4,2
28222,35,5,2
28223,36,6,0
28224,37,7,0
28225,38,8,0
28226,39,9,0
28227,40,10,0
28228,41,11,0
28229,42,12,0
28230,34,4,2
28231,35,5,2
28232,36,6,0
28233,37,7,0
28234,38,8,0
28235,39,9,0
28236,40,10,0
28237,41,11,0
28238,42,12,0
28239,43,13,0
28240,34,4,2
28241,35,5,2
28242,36,6,0
28243,37,7,0
28244,38,8,0
28245,39,9,0
28246,40,10,0
28247,41,11,0
28248,42,12,0
28249,43,13,0
28250,34,4,2
28251,35,5,2
28252,36,6,0
28253,37,7,0
28254,38,8,0
28255,39,9,0
28256,40,10,0
28257,41,11,0
28258,42,12,0
28259,43,13,0
28260,34,4,2
28261,35,5,2
28262,36,6,0
28263,37,7,0
28264,38,8,0
28265,39,9,0
28266,40,10,0
28267,41,11,0
28268,42,12,0
28269,43,13,0
28270,34,4,2
28271,35,5,2
28272,36,6,0
28273,37,7,0
28274,38,8,0
28275,39,9,0
28276,40,10,0
28277,41,11,0
28278,42,12,0
28279,43,13,0
28280,34,4,2
28281,35,5,2
28282,36,6,0
28283,37,7,0
28284,38,8,0
28285,39,9,0
28286,40,10,0
28287,41,11,0
28288,42,12,0
28289,43,13,0
28290,34,4,2
28291,35,5,2
28292,36,6,0
28293,37,7,0
28294,38,8,0
28295,39,9,0
28296,40,10,0
28297,41,11,0
28298,42,12,0
28299,43,13,0
28300,34,4,2
28301,35,5,2
28302,36,6,0
28303,37,7,0
28304,38,8,0
28305,39,9,0
28306,40,10,0
28307,41,11,0
28308,34,4,2
28309,35,5,2
28310,36,6,0
28311,37,7,0
28312,38,8,0
28313,39,9,0
28314,40,10,0
28315,41,11,0
28316,42,12,0
28317,43,13,0
28318,34,4,2
28319,35,5,2
28320,36,6,0
28321,37,7,0
28322,38,8,0
28323,39,9,0
28324,40,10,0
28325,41,11,0
28326,42,12,0
28327,43,13,0
28328,34,4,2
28329,35,5,2
28330,34,4,2
28331,35,5,2
28332,36,6,0
28333,37,7,0
28334,38,8,0
28335,39,9,0
28336,40,10,0
28337,41,11,0
28338,42,12,0
28339,43,13,0
28340,34,4,2
28341,35,5,2
28342,36,6,0
28343,37,7,0
28344,38,8,0
28345,39,9,0
28346,40,10,0
28347,41,11,0
28348,42,12,0
28349,43,13,0
28350,34,4,2
28351,35,5,2
28352,36,6,0
28353,37,7,0
28354,38,8,0
28355,39,9,0
28356,40,10,0
28357,41,11,0
